Employee_ID,First_Name,Last_Name,Department,Job_Title,Manager,Gender,Date_of_Birth,Date_of_Joining,Employment_Type,Contact_Number,Email,Address,City,Country,Status
EMP6542,Roger,Phillips,Marketing,Assistant,Vanessa Pruitt,Female,1996-10-02,2015-01-20,Full-time,001-009-746-4411x7715,ehughes@hotmail.com,"5202 Tracy Walks Suite 160, Lake Jeremymouth, NM 19590",North Stacyview,Finland,Inactive
EMP6313,David,Reed,Marketing,Analyst,Melinda Potter,Male,2000-06-24,2014-07-17,Part-time,(992)266-0934x37739,bryanpeterson@gmail.com,"99198 Huerta Vista Suite 515, Davidshire, ME 64406",Port Theresa,Timor-Leste,Active
EMP4665,Joshua,Long,Sales,Analyst,Garrett Adams,Female,1974-10-20,2013-08-08,Full-time,243.303.4132x8511,hjones@yahoo.com,"6066 Dodson Island Apt. 383, West Jesse, MO 24504",West Douglasburgh,Timor-Leste,Active
EMP1478,Bethany,Brown,Operations,Analyst,David Rose,Male,1984-11-06,2011-01-09,Contract,+1-577-226-5563x888,paul42@moore.com,"74394 Maddox Station, Amandafort, UT 26532",New Johnny,Cape Verde,Active
EMP6258,Gary,Flores,Operations,Executive,Joshua Jones,Female,1998-04-25,2018-09-06,Part-time,439-084-0703,waltersmaureen@mack.com,"29654 Bailey Bridge, New Raymondside, IA 64659",Fergusonmouth,Montserrat,Inactive
EMP3657,Carrie,Perry,Marketing,Assistant,Jill Wilson,Male,1976-04-22,2012-04-17,Contract,601.125.5392x199,aaron79@gmail.com,"145 Kimberly Valleys Apt. 038, South Dustin, IA 68731",Carterton,Suriname,Inactive
EMP7159,Amy,Mason,HR,Manager,Joshua Holmes,Female,1982-02-03,2012-11-05,Full-time,5304172699,oroberts@yahoo.com,"616 Luna Field, South Patrickmouth, CA 05365",Lake Jonathan,Angola,Active
EMP2926,Karen,Adkins,IT,Coordinator,Stephanie Manning,Male,1979-02-03,2014-09-12,Full-time,001-936-300-1401x662,shannoncampbell@horn.com,"0388 Clifford Roads Suite 208, Tylerbury, TN 38515",New Clintonport,Malawi,Inactive
EMP2647,Joseph,Morales,HR,Assistant,Thomas Berry,Male,1985-03-09,2013-04-14,Full-time,0021263978,kmorales@figueroa.biz,"Unit 1924 Box 6402, DPO AE 63636",Normanchester,Bermuda,Active
EMP3229,Denise,Brown,Sales,Analyst,Heather Ford,Female,1973-08-11,2015-02-06,Part-time,+1-226-903-8874x02969,wmcdowell@yahoo.com,"76568 Weaver Row, Port Sheryl, TX 80533",Andrewtown,Eritrea,Active
EMP1213,Michelle,Jones,IT,Coordinator,Tracy Johns,Female,1994-04-08,2018-07-08,Part-time,001-625-034-1277,sherylcooper@arroyo.info,"434 Smith Pines Suite 384, South Jacquelinemouth, WI 02868",Lisashire,Guernsey,Active
EMP1231,Arthur,Frazier,IT,Executive,Trevor Hunter,Male,1993-01-01,2019-05-27,Contract,(353)332-8895,nfernandez@hotmail.com,"3707 Rivera Freeway Suite 723, Wilsonshire, IL 65975",Martinbury,American Samoa,Active
EMP3661,Christine,Jones,HR,Executive,Gabrielle Duran,Male,1973-10-28,2019-07-08,Part-time,(817)852-0898x747,dgonzalez@taylor.com,"5344 Barry Stream Apt. 875, East Wendy, MI 54115",Williamsview,United States of America,Active
EMP3289,Samantha,Romero,Operations,Analyst,Darlene Hamilton,Male,1978-10-13,2010-01-24,Contract,(167)062-9691x510,tinaaguilar@simmons.com,"1327 Edwin Station, South Josephshire, AZ 07638",Hartmanland,Micronesia,Inactive
EMP5033,Jennifer,Sanders,Sales,Assistant,Gary Thompson,Male,1987-12-17,2019-12-02,Part-time,001-207-331-2338,ydavis@ellis.net,"203 Alexander Streets Suite 975, New Seanberg, PA 60234",North Laurieport,Mayotte,Active
EMP5631,James,Reed,IT,Assistant,Terrance Trujillo,Female,1994-04-02,2014-01-22,Contract,001-226-285-6264x6123,wesleypowers@schmidt.com,"43050 Robinson Drive, Heatherbury, MD 01379",Nicolehaven,Somalia,Active
EMP9818,Colleen,Barber,Sales,Assistant,Jennifer Rhodes,Female,1995-05-17,2015-04-11,Contract,4548816846,xgay@hotmail.com,"USNV Johnson, FPO AA 92102",Seanstad,Canada,Inactive
EMP4190,Chad,Cabrera,Sales,Assistant,Alexander Perry,Female,1997-09-10,2017-11-23,Contract,3500895906,walkergregory@gmail.com,"854 Olivia Summit Apt. 297, Kelseyhaven, OR 36619",Heidiborough,Tonga,Inactive
EMP2265,Kimberly,Long,IT,Manager,Sandra Pearson,Female,1995-08-27,2020-11-28,Full-time,+1-734-553-7306x85045,katherine28@gmail.com,"3230 Sanchez Parkways Apt. 244, Andrewbury, KY 20120",East Carla,Eritrea,Active
EMP2846,Michelle,Williams,IT,Executive,Jeffery Henson,Female,1985-09-18,2021-11-18,Contract,(934)696-1332x70741,jose64@hotmail.com,"228 Hill Tunnel, East Megan, MT 51895",Shepherdview,Croatia,Inactive
EMP9222,Trevor,Nelson,Operations,Manager,Melissa Smith,Female,1980-11-05,2020-12-30,Full-time,+1-501-364-2853x3759,tonya36@smith-morrison.com,"485 Salinas Mission Apt. 641, East Lesliestad, OR 70476",West Amandastad,Austria,Active
EMP7892,Jacqueline,Jones,Sales,Analyst,Donald Mcbride,Male,2000-02-14,2012-07-19,Part-time,+1-538-518-2927x4344,coreyblackburn@griffin.org,"579 Johnson Ports, Boydfurt, SD 79201",New Toddberg,Liechtenstein,Inactive
EMP7085,Matthew,Lucero,Finance,Executive,Anthony Jenkins,Male,1993-07-11,2011-01-02,Contract,(307)729-5928,danielsjonathan@anderson.net,"8530 Johnson Parks Apt. 575, Vaughanside, FL 95222",East Kevin,Spain,Inactive
EMP9478,Nicholas,Smith,Marketing,Analyst,Andrew Reynolds,Female,1979-03-19,2022-01-20,Contract,(252)400-3566x8006,geraldwells@trujillo.com,"307 Rivera Rapids Suite 665, New Kathrynside, VA 16820",Carpenterfurt,Pitcairn Islands,Active
EMP4330,Stephanie,Cole,Sales,Analyst,Patrick Pena,Male,1971-02-27,2018-07-04,Contract,001-072-024-4259x1125,fhicks@hotmail.com,"Unit 6559 Box 6658, DPO AP 22529",New Moniqueton,Tunisia,Inactive
EMP7410,Tyler,Carson,Finance,Analyst,David Buck,Female,1979-07-03,2012-12-06,Contract,597.895.5000,wrogers@yahoo.com,"Unit 7820 Box 8109, DPO AP 93740",South Stephaniestad,Iran,Inactive
EMP3282,Scott,Johnston,Finance,Executive,Robert Washington,Female,1985-01-30,2022-11-05,Full-time,857.575.4986,trevor17@gmail.com,"661 Max Islands Suite 166, Tiffanyview, AZ 25459",Danielshire,Seychelles,Inactive
EMP7702,Emily,Conway,Sales,Coordinator,Steven Schmidt,Male,1983-08-19,2016-10-22,Part-time,060.441.2022x309,mkent@hotmail.com,"139 Stacy Parks Suite 602, West Gregoryfurt, AL 07806",Lake Ericamouth,Lesotho,Inactive
EMP9324,Dylan,Thornton,Finance,Assistant,Jessica Sandoval,Female,1990-08-25,2016-12-01,Part-time,(903)941-0761,dpreston@hotmail.com,"9831 Ward Lodge Suite 021, Garciachester, ME 12260",North Courtney,Thailand,Active
EMP3981,Zachary,Atkins,Marketing,Executive,Daniel Dalton,Female,1983-10-30,2017-09-08,Contract,001-009-203-8606x668,katherineturner@rivera.net,"0772 Russell Shoal, Port Ginaview, WY 62823",Port Josephfurt,Brazil,Inactive
EMP3788,Megan,Evans,IT,Analyst,Amanda Chase,Male,1970-04-30,2016-12-06,Part-time,0894232454,destiny99@mcgee-robinson.com,"8975 Jones Stravenue, Lake Tamara, IA 24397",West Jennifer,Saint Kitts and Nevis,Active
EMP1730,Hunter,Cox,Finance,Analyst,Maria Hicks,Female,1999-01-27,2017-12-04,Part-time,906.227.7682,alexander35@gmail.com,"212 Thomas Mission Apt. 511, New Amanda, TN 97810",Marystad,Mongolia,Inactive
EMP4649,Hector,Williams,Operations,Coordinator,Ashley Gray,Female,1997-02-08,2013-03-15,Full-time,741.824.6629,anadillon@santos.net,"379 Gonzalez Oval, Haleyhaven, NC 53861",Port Samuelside,Sri Lanka,Active
EMP1130,Micheal,Nichols,HR,Manager,Christian Sims,Male,1993-12-28,2021-06-18,Full-time,383.028.4063x73576,xjohnson@wright.info,"649 Wilson Road Suite 658, Larryport, MI 40577",West Dianaborough,Moldova,Inactive
EMP3294,Andrea,Gill,Finance,Assistant,Maria Nelson,Male,1988-05-21,2014-03-16,Contract,3293108126,wilsonanna@gmail.com,"281 Simmons Alley, Donaldfurt, UT 73924",West Adamborough,Antarctica (the territory South of 60 deg S),Inactive
EMP8186,Shirley,Garcia,Finance,Manager,Brandon Fritz,Male,2000-08-01,2012-07-02,Contract,966-023-8214x7675,teresanash@griffin-thomas.net,"Unit 0630 Box 1500, DPO AP 54806",Zacharyton,Croatia,Active
EMP6110,Donald,Wilson,Finance,Manager,Jeanne King,Female,1992-08-28,2022-06-28,Contract,001-484-836-2437,agriffin@wilson-hernandez.net,"54559 Stephanie Route, Rebeccachester, MA 55546",New Lindseyhaven,Vanuatu,Inactive
EMP7468,Trevor,Santos,Marketing,Analyst,Dennis Cummings,Female,1981-02-21,2020-11-27,Part-time,004.514.5295x2078,morganthomas@hotmail.com,"588 Nelson Via Apt. 378, North Mariabury, CA 97070",Andrewview,Tunisia,Inactive
EMP3848,Andre,Krueger,IT,Manager,Jennifer Farrell,Female,1978-12-29,2018-11-09,Part-time,561-941-2927x69041,blackdavid@young.org,"87158 Bennett Junctions, Lewisshire, WY 68733",Hernandezhaven,Maldives,Active
EMP2967,Jacqueline,Jones,Operations,Coordinator,Heather Perez,Male,1971-01-21,2011-07-05,Contract,343.727.6683x99026,christopher81@rivera.com,"USS Brown, FPO AP 00545",Lake Karinafurt,Nauru,Inactive
EMP4061,Mark,Thompson,Marketing,Manager,Timothy Harris,Female,2000-12-28,2020-11-22,Part-time,(973)511-7984,alexislane@hotmail.com,"3223 Hopkins Ridge, Parkerview, OR 80226",Lake Nicholeview,Taiwan,Active
EMP3825,Melinda,Wilson,Finance,Analyst,Brian Carter,Female,1987-02-09,2015-02-04,Full-time,578.585.6293,ugraves@yahoo.com,"190 Tina Mews Apt. 403, Lake Paul, NH 29209",East Andrewmouth,Djibouti,Inactive
EMP5340,Jacqueline,Ramsey,Finance,Manager,Nicholas Church,Female,1987-04-01,2010-02-11,Contract,(855)250-5707x5357,ibooth@thomas.net,"639 Joseph Trail, New Andrewmouth, NM 88689",East Elainetown,Svalbard & Jan Mayen Islands,Inactive
EMP5039,Aaron,Ramos,Operations,Executive,Stacey Lewis,Female,1998-08-24,2011-12-17,Contract,(345)038-2372x751,griffithwalter@hotmail.com,"43301 Andrew Drive, Port Rick, VA 83378",Mortonside,Mongolia,Active
EMP6774,Lee,Meyer,IT,Assistant,Matthew West,Female,1982-08-11,2017-05-09,Contract,+1-630-649-5883x58671,randall71@simpson.com,"40253 Brenda Trace Apt. 245, Port Andreachester, NY 36630",Lake Stevenmouth,Suriname,Active
EMP2152,Robert,Briggs,HR,Manager,Scott Cervantes,Female,1974-10-06,2016-06-16,Full-time,+1-680-039-9918,cervantestammy@howell.com,"369 Andrea Walk, Lake Theodore, DC 06810",Castillofort,Kenya,Inactive
EMP6010,Beverly,Silva,IT,Assistant,Brittany Webb,Female,1982-12-24,2018-03-18,Contract,288-927-2667x4453,prattdebbie@gmail.com,"318 Walker Haven, Natalietown, UT 60640",Gonzalezshire,Cambodia,Inactive
EMP4223,Shirley,Montoya,Sales,Manager,Paul Wright,Female,1990-11-01,2019-08-29,Part-time,001-095-846-0728x5375,christopher95@gmail.com,"1801 Julie Street Suite 396, Port Johnchester, AK 68485",North Brian,Uruguay,Active
EMP8766,Michael,Santana,Finance,Analyst,Dawn White,Male,2000-05-03,2016-05-02,Full-time,879.848.4373x251,michael57@gmail.com,"55001 Gomez Place Apt. 734, Mckenziemouth, VA 92720",Jessicamouth,Cambodia,Inactive
EMP6660,Jerome,Edwards,IT,Executive,Emily Jordan,Female,1973-06-14,2018-02-16,Part-time,472-476-9547x5573,lgross@hotmail.com,"2614 Mark Burgs, Erinland, UT 96367",Ryanton,Panama,Active
EMP8366,Brent,Scott,IT,Manager,Stephanie Larson,Female,1980-05-16,2011-12-04,Part-time,(389)371-7789x809,cassie69@coffey.com,"351 Warner Ville, North Tara, IN 69307",South Jennifer,Malaysia,Inactive
EMP1690,Steven,Dalton,Finance,Coordinator,Elizabeth Collins,Female,1983-09-16,2016-07-11,Contract,+1-276-089-0997x99509,wfrye@moore-stewart.org,"112 Miller Trail, Lake Jennifer, WA 46861",Gonzalezchester,United Arab Emirates,Active
EMP1668,Tammy,Reeves,Sales,Analyst,Lauren Rhodes,Male,1979-07-02,2016-01-14,Contract,5900132831,vanessadavis@flowers.com,"6909 Lewis Plaza Apt. 952, Jonathanmouth, PA 54489",Lake Rachaelhaven,Uganda,Active
EMP3810,Elizabeth,Aguilar,Operations,Manager,Matthew Franklin,Female,1985-01-30,2010-06-16,Full-time,+1-024-751-3241x897,karacantu@gmail.com,"44210 Kevin Rest Suite 234, Henryview, OH 86376",West Kristen,South Africa,Inactive
EMP2341,Lauren,Castro,Operations,Coordinator,Samuel Cordova,Female,1982-07-17,2019-08-14,Contract,(440)543-6286,cwade@yahoo.com,"75510 Jennifer Cliff, Nancymouth, WI 12268",Derekshire,Taiwan,Active
EMP8503,Dominic,Duran,HR,Coordinator,Christopher Valencia DVM,Female,1993-10-26,2011-02-12,Contract,1064899148,ksanchez@yahoo.com,"7936 White Rapid Suite 222, Amandaland, GA 97532",Johnstonchester,Saint Helena,Inactive
EMP9072,Damon,Harris,Finance,Analyst,Beth Jackson,Female,1990-02-09,2014-03-17,Part-time,+1-366-991-6437x339,ericcurtis@jones.com,"27429 Curtis Haven Suite 605, South Sarah, MI 00855",North Michellebury,Guadeloupe,Inactive
EMP3284,Ashley,Crosby,IT,Analyst,Matthew Cortez,Male,1997-05-01,2018-06-11,Full-time,206-730-0407,geraldbrown@gmail.com,"570 Jason Falls, South Robertberg, IN 42517",East Lindsayburgh,Niue,Active
EMP9314,Matthew,Nguyen,IT,Coordinator,Jamie Hines,Male,1972-01-29,2012-07-13,Contract,+1-576-545-9940x2138,johnnycampbell@gmail.com,"46346 Meagan Grove, South Brandi, TX 80856",Port Jeffrey,Costa Rica,Active
EMP1154,Donna,Harrington,Finance,Assistant,Gabriel Baxter,Male,1987-05-03,2017-06-26,Part-time,+1-673-147-7958x717,ybarker@yahoo.com,"2485 Mcclain Keys, Whiteburgh, MT 73235",Austinbury,Malawi,Inactive
EMP7949,Mark,Roach,Finance,Assistant,Gina Gibbs,Female,1987-12-22,2017-12-06,Full-time,0221513040,fhicks@thomas.com,"9423 Jonathan Crescent, Estradachester, IN 50537",Perezchester,Switzerland,Active
EMP8518,Sandra,Stephens,HR,Analyst,Mary Orozco,Male,1970-06-08,2014-09-22,Contract,(389)972-4133x630,hallen@reed.biz,"028 Hess Knoll, Millsland, IN 10709",South Tamaraberg,Czech Republic,Active
EMP3440,Daniel,Rodriguez,Marketing,Analyst,Christopher Duran,Female,1987-01-03,2020-12-15,Full-time,+1-657-030-7608,jason01@hotmail.com,"195 Anderson Underpass Suite 732, Barbaraton, MN 16463",Smithborough,New Zealand,Active
EMP9663,Lindsey,Todd,IT,Assistant,Danielle Hodges,Female,1998-11-21,2013-07-10,Part-time,(453)147-7681,natalie71@gmail.com,"1310 Morgan Glen Apt. 366, Solomonberg, CO 14142",Moralesville,American Samoa,Active
EMP4658,Deborah,Smith,Marketing,Manager,Elijah Williams,Female,1988-09-05,2012-03-17,Contract,974.183.7596x0658,dana74@yahoo.com,"6694 Carrie Vista, Harrisonbury, CA 60192",North Steveburgh,Micronesia,Active
EMP9819,Nathan,Hamilton,Sales,Executive,Marcus Ewing,Female,1975-01-06,2021-11-01,Part-time,001-262-739-1897,curtis81@gray.com,"013 Castillo Ranch Suite 584, New Johntown, PA 96070",Cynthiaside,Guadeloupe,Inactive
EMP5845,Erica,Thompson,IT,Manager,Sarah Barber,Female,1991-06-18,2010-06-05,Part-time,001-787-047-9568x61965,holly11@zimmerman-martinez.com,"47913 Anthony Wells Suite 156, Jacquelineport, IA 34044",North Jeffrey,Kazakhstan,Active
EMP9410,Brian,Sharp,Operations,Manager,Troy Robinson,Male,1977-07-24,2020-10-08,Contract,665.193.1261x6768,johnsonjames@hill.com,"04407 Reed Gateway Suite 558, Terryville, AZ 49549",Huffmanfurt,Estonia,Active
EMP7997,Kyle,Bell,Sales,Manager,Sarah Smith,Female,1999-04-27,2022-09-26,Full-time,8278645236,floydcarolyn@yahoo.com,"7764 Wallace Forges Suite 869, Timothyton, HI 69389",Brownchester,Sierra Leone,Active
EMP3212,Mary,Harris,Finance,Analyst,Brandy Hill,Female,1993-09-06,2012-07-21,Part-time,697-040-7179x233,danielaguilar@mahoney.info,"3362 Fisher Harbor Apt. 312, Robertborough, SD 07095",Mcleanfurt,Cayman Islands,Inactive
EMP6132,Robert,Key,Marketing,Coordinator,Michael Boyer,Male,1984-06-17,2010-06-17,Full-time,917-992-9981x007,jgonzalez@gmail.com,"824 Angela Flat, West Richard, TX 35114",Lake Joseph,Guernsey,Active
EMP4601,Samuel,Anderson,Finance,Executive,Kathy Hernandez,Male,1978-11-03,2014-07-21,Contract,001-801-464-0771x43261,anthony58@hill-snow.org,"843 Robert Square, Lake Mariahburgh, OR 86251",South Tammyton,Jamaica,Inactive
EMP1809,Aaron,Schmidt,Finance,Executive,Frank Adams,Male,1993-06-29,2022-03-15,Contract,001-246-047-3436,nblackburn@hughes.com,"863 Heather Centers Apt. 487, Melissatown, MA 57665",Port Lawrence,Bosnia and Herzegovina,Active
EMP1390,Justin,Jackson,Marketing,Assistant,James Dalton,Female,1973-04-30,2010-03-18,Part-time,917.741.6125,adam85@hotmail.com,"Unit 3710 Box 7022, DPO AA 16056",North Heather,Comoros,Active
EMP7826,Carl,Jones,Finance,Assistant,Jason Allen,Male,1978-02-07,2020-10-12,Contract,+1-241-735-5287,kruiz@yahoo.com,"05314 Johnson Union, East Williammouth, NJ 39712",Serranoside,Martinique,Active
EMP7172,Eddie,Edwards,Operations,Assistant,Abigail Rodriguez,Female,1981-07-06,2010-09-15,Contract,076-060-0284x27124,pottercraig@mckee.org,"411 Ann Harbor, Christopherchester, PA 67566",Port Matthew,Sri Lanka,Inactive
EMP7537,Arthur,Taylor,Operations,Coordinator,Thomas Butler,Male,1996-06-12,2013-09-18,Contract,001-817-656-8941x63099,victorcherry@gmail.com,"5627 Rivera Place, Virginiaville, HI 80287",New Erica,Antarctica (the territory South of 60 deg S),Active
EMP1810,Erin,Collins,Marketing,Assistant,Shirley Smith,Female,1971-03-22,2022-07-06,Contract,(782)324-2955x30431,archeralexandra@warner.com,"3789 William Extension, Port Brookeside, FL 33040",Tuckerstad,Macedonia,Inactive
EMP3500,Nancy,Mclean,Finance,Analyst,Michelle Hawkins,Female,1997-07-27,2012-02-23,Contract,313-197-8362x85715,sabrina99@flores.com,"24096 Timothy Street Suite 141, Owenston, MO 58248",New Calebville,Cook Islands,Active
EMP8968,Stephanie,Wiggins,Finance,Analyst,Karen Christensen,Female,1997-12-14,2012-06-07,Full-time,001-035-951-0341,joseph71@hotmail.com,"287 Thompson Shores, Smithtown, SD 39021",East Benjamin,Syrian Arab Republic,Active
EMP5625,Brian,Thompson,Sales,Analyst,Chad Dunlap,Male,1999-09-15,2012-04-08,Full-time,128.409.1190,annette83@hotmail.com,"84459 Sims Wall Suite 230, Stevensonshire, OK 17459",Port Jessica,Greece,Active
EMP4695,Lisa,Smith,HR,Analyst,Kimberly Reed,Male,1975-11-12,2021-05-28,Part-time,001-050-497-9761,freemancody@hunt-garcia.com,"168 Jeffrey Pike, New Lisaburgh, NH 69364",East Aliciaville,Nepal,Inactive
EMP6464,Samuel,Kelley,Operations,Manager,Heidi Davidson,Male,1992-02-26,2022-09-09,Full-time,(747)126-0721x9074,bryanprice@hotmail.com,"7757 Daniels Drive Apt. 905, Ryanville, MO 58486",Johnsonville,Kyrgyz Republic,Active
EMP2474,Kelly,Mccarthy,Sales,Assistant,Kristina Clark,Male,1980-12-04,2016-07-01,Contract,180-719-0047,pjennings@martinez-tyler.org,"0659 Kennedy Glens Apt. 232, Mcgrathfurt, ND 86660",Buckleymouth,Bermuda,Inactive
EMP4736,Jonathan,Carpenter,Marketing,Executive,Aaron Carey,Male,1997-01-12,2015-04-16,Part-time,626-884-7395x252,briana84@hotmail.com,"3030 Madison Trafficway Apt. 626, South Michaelmouth, AL 46759",Robertshire,Burundi,Active
EMP3412,Terrence,Hill,Finance,Manager,Jessica Bell,Female,1974-09-10,2010-03-06,Full-time,(837)951-9389x5252,jacksonbryan@hotmail.com,"652 Warner Way, Smithburgh, MA 21666",West Devinport,Ghana,Inactive
EMP7730,Jessica,King,Finance,Analyst,Kristin Logan,Female,1976-05-09,2020-08-13,Contract,(543)739-3079x062,daniel36@gmail.com,"815 Morrow Well Apt. 798, Armstrongstad, CA 87475",Jefferychester,Oman,Active
EMP2132,Jennifer,Martinez,IT,Executive,Jonathan Parker,Female,1999-02-15,2022-05-31,Full-time,414.208.9602,carlos89@gmail.com,"56232 Cruz Circle Suite 425, Lake Jenna, SD 21696",East Kelly,Peru,Inactive
EMP7859,John,Wagner,Sales,Coordinator,Dawn Dixon,Male,1982-02-04,2010-07-09,Part-time,199-419-4879x5539,saundersandrea@lindsey-everett.com,"USCGC Romero, FPO AA 91344",Lake David,Rwanda,Inactive
EMP7322,Kevin,Proctor,IT,Analyst,Francis Watson,Male,1992-01-14,2011-06-10,Part-time,001-853-712-8209x8766,sherri71@hicks-trujillo.com,"5863 Bradley Squares, East Amyview, VT 28389",East Johnbury,Latvia,Inactive
EMP8834,Sandra,Holloway,Operations,Executive,David Williams,Female,1988-04-03,2018-11-28,Part-time,3829138938,joncrawford@rivera-holt.com,"42871 Janice Valley, West Christy, OH 30607",Zavalaport,Serbia,Inactive
EMP1861,Tanya,Morgan,IT,Coordinator,Victoria Mcclain,Female,1983-09-19,2015-11-30,Full-time,858.421.9426,kellysanchez@yahoo.com,"51913 Ray Manors, Williamstad, IA 44094",Destinychester,Afghanistan,Inactive
EMP3377,Richard,Gonzales,Marketing,Assistant,Misty Morales,Male,1999-07-02,2011-12-29,Contract,305-999-7385,vbell@hotmail.com,"3559 Timothy Rapid Suite 542, Churchland, DE 54223",South Williefort,South Georgia and the South Sandwich Islands,Active
EMP3986,Joseph,Hunter,Operations,Coordinator,Alexander Mcintyre,Female,1982-05-30,2018-11-07,Contract,9470925668,usnyder@yahoo.com,"Unit 7546 Box 1578, DPO AA 90103",Lake Lori,Palau,Active
EMP4881,April,Montgomery,IT,Executive,William Flores,Female,1991-10-23,2014-01-07,Part-time,295.517.0549,pcampos@maldonado.com,"56013 Jennifer Brook Apt. 009, New Justin, WI 17316",South Christopherborough,Greenland,Inactive
EMP9323,Charles,Haney,Finance,Analyst,Mr. Todd Cardenas,Male,1991-07-06,2012-08-05,Full-time,(902)146-9319x55447,yhicks@gmail.com,"31699 Carr Skyway Suite 015, Goodmanview, NY 26571",Evansbury,Lesotho,Active
EMP8881,Kellie,Knox,Finance,Analyst,Sarah Hall,Male,1979-04-16,2017-12-25,Contract,(116)737-4223,allison36@gmail.com,"74456 Jessica Skyway Apt. 370, New Kelli, OH 44329",Mccormickburgh,South Georgia and the South Sandwich Islands,Active
EMP9169,Jessica,Mckee,Finance,Manager,Richard Robinson,Female,1977-09-24,2022-04-06,Part-time,001-828-626-7429x9878,sandersdouglas@hotmail.com,"448 Gallegos Centers, East Chelseashire, MA 91531",Port Connie,Uzbekistan,Active
EMP9680,Brittany,Miller,Finance,Analyst,Brittany Hensley,Female,1994-08-24,2012-05-18,Full-time,340-997-8389,oward@hotmail.com,"331 Gail Tunnel Apt. 306, Andrewborough, NE 05470",Ibarrafurt,Algeria,Active
EMP1051,Tiffany,Bates,Marketing,Manager,Barbara Lowe,Female,1993-01-14,2010-02-17,Full-time,001-207-812-6294x44528,lisa25@nelson.biz,"67287 Miller Drive Suite 691, New Thomas, MO 79629",Dustinton,Heard Island and McDonald Islands,Inactive
EMP9211,Anthony,Morrison,IT,Manager,John Gonzalez,Male,1982-02-10,2017-12-21,Full-time,026-994-5118x65663,matthew24@gmail.com,"6525 King Burgs, West Jerrymouth, ME 23889",South Tanner,Faroe Islands,Inactive
EMP7380,Jon,Snyder,HR,Analyst,Ashley Jones,Female,1970-11-08,2019-09-02,Full-time,+1-084-323-1926,lopezandrew@wiley.biz,"00930 Lopez Oval, Jessicaburgh, WA 54950",Derekfurt,Mozambique,Active
EMP9517,Roy,Reynolds,Sales,Analyst,Douglas Miller,Male,1976-05-23,2017-04-08,Part-time,(269)879-9299,clarkcynthia@gmail.com,"7760 Alan Island, West Jennifershire, IA 82634",Mitchellhaven,Finland,Inactive
EMP2095,Willie,White,Operations,Coordinator,Jordan Harris,Female,1976-01-18,2021-08-22,Contract,455.561.3768,maria35@hotmail.com,"4115 Stewart Circle, East John, CO 37750",North Paul,Romania,Active
EMP2119,Kaitlin,Gardner,HR,Coordinator,Pedro Sims,Female,1993-12-21,2020-10-18,Contract,+1-544-748-0011x3431,fadams@gmail.com,"554 Bryant Curve Suite 193, Francomouth, DE 65913",Ortizburgh,Senegal,Inactive
EMP3235,Holly,Reyes,Operations,Executive,Jennifer Jenkins,Female,1981-07-23,2016-12-12,Part-time,+1-253-268-1825x674,kennedyrichard@boyle-martin.net,"25408 Bauer Inlet, East Patrick, LA 70511",East Marcus,British Virgin Islands,Inactive
EMP4332,Michael,Robinson,IT,Coordinator,Jeffrey Foster,Male,1982-05-09,2011-10-28,Contract,+1-410-014-1701x838,robbinsgordon@gmail.com,"84816 Bautista Fort, Lake Paul, VA 79754",Port Shanemouth,French Southern Territories,Active
EMP7670,Brandon,Rollins,IT,Coordinator,Anthony Summers,Female,1971-12-26,2010-05-10,Contract,(851)894-6782x0423,chelseabrown@hotmail.com,"3659 Robert Pike, Simpsonborough, WI 51781",North Jeremyborough,San Marino,Active
EMP8212,Kelly,Thomas,Finance,Assistant,David Garcia,Male,1998-05-30,2014-02-25,Contract,9068340727,costajessica@gmail.com,"517 Brian Pines Apt. 722, North Eric, NJ 00702",Christophershire,Madagascar,Active
EMP9916,Brenda,Sullivan,Marketing,Manager,Megan Serrano,Male,2000-08-02,2013-05-10,Contract,4274673915,erik08@jackson.com,"6933 May Drive Suite 353, Hicksborough, DE 69914",Robertstad,Greece,Inactive
EMP6811,Andrew,Williams,Finance,Manager,Chelsea Walker,Male,1998-08-01,2017-07-27,Contract,(147)328-7487x055,wellsjesus@hotmail.com,"USS Hicks, FPO AP 35028",Michaelberg,Bolivia,Inactive
EMP7539,Daniel,Norton,Marketing,Coordinator,Ryan Carter,Female,1970-08-20,2022-03-23,Contract,171.370.6508x3161,stephaniewalker@johnson.com,"24694 Gonzales Islands Apt. 565, Ellenville, DE 38898",Donnamouth,Jamaica,Inactive
EMP8179,Kelly,Daniels,Operations,Coordinator,Sharon Gray,Female,1971-06-01,2013-02-12,Part-time,(466)735-1481x200,morseamanda@hotmail.com,"3134 Johnson Square Suite 508, Eduardoborough, SD 36339",North David,Italy,Inactive
EMP8150,Dustin,Garcia,HR,Assistant,Tracy Anderson,Male,1985-06-06,2017-08-30,Contract,+1-742-701-8152x4828,lindseyjohnson@gmail.com,"2883 Hudson Trail Apt. 167, Lake Laurachester, HI 15253",Ryanstad,Latvia,Inactive
EMP9168,Sophia,Cervantes,HR,Analyst,Kathy Taylor,Male,1987-02-02,2011-03-07,Full-time,406.866.0391x976,mirandamcintyre@ross-hart.info,"3639 Brown Knoll, Port Loriland, DC 83691",North Dawnmouth,Netherlands Antilles,Inactive
